side,c_min,filt,k,tgt,ex,n,winrate,avg,total,max_loss,pf,avg_h1,avg_h2
long,300,無,30,200,12:00,52,0.558,-23.17,-1205.0,-1014.0,0.78,-14.3,-29.2
long,300,無,30,200,12:30,52,0.558,-30.35,-1578.0,-1088.0,0.75,-8.8,-45.0
long,300,無,30,200,13:00,52,0.519,-50.85,-2644.0,-1186.0,0.64,-11.7,-77.4
long,300,無,30,200,13:10,52,0.558,-54.33,-2825.0,-1116.0,0.63,-13.0,-82.3
long,300,無,30,200,13:20,52,0.577,-58.31,-3032.0,-1211.0,0.61,-16.0,-87.0
long,300,無,30,200,13:30,52,0.558,-66.88,-3478.0,-1110.0,0.58,-23.2,-96.5
long,300,無,30,200,13:44,52,0.577,-77.54,-4032.0,-1299.0,0.55,-20.6,-116.1
long,300,無,30,250,12:00,52,0.519,-27.04,-1406.0,-1014.0,0.75,-50.1,-11.4
long,300,無,30,250,12:30,52,0.519,-31.83,-1655.0,-1088.0,0.74,-37.7,-27.9
long,300,無,30,250,13:00,52,0.5,-50.56,-2629.0,-1186.0,0.65,-31.3,-63.6
long,300,無,30,250,13:10,52,0.538,-53.37,-2775.0,-1116.0,0.64,-36.2,-65.0
long,300,無,30,250,13:20,52,0.538,-55.81,-2902.0,-1211.0,0.63,-43.6,-64.1
long,300,無,30,250,13:30,52,0.519,-66.37,-3451.0,-1110.0,0.6,-57.7,-72.3
long,300,無,30,250,13:44,52,0.538,-77.54,-4032.0,-1299.0,0.56,-56.3,-91.9
long,300,無,40,50,12:00,54,0.852,-3.28,-177.0,-819.0,0.92,-44.7,25.2
long,300,無,40,50,12:30,54,0.87,3.81,206.0,-741.0,1.1,-29.0,26.4
long,300,無,40,50,13:00,54,0.87,9.35,505.0,-506.0,1.29,-13.8,25.3
long,300,無,40,50,13:10,54,0.87,8.52,460.0,-490.0,1.26,-9.5,20.9
long,300,無,40,50,13:20,54,0.87,7.85,424.0,-569.0,1.23,-11.5,21.1
long,300,無,40,50,13:30,54,0.87,4.0,216.0,-583.0,1.11,-12.5,15.4
long,300,無,40,50,13:44,54,0.87,-1.46,-79.0,-615.0,0.97,-20.2,11.4
long,300,無,40,75,12:00,54,0.815,8.48,458.0,-819.0,1.18,-46.4,46.2
long,300,無,40,75,12:30,54,0.833,14.59,788.0,-741.0,1.32,-35.5,49.0
long,300,無,40,75,13:00,54,0.815,16.8,907.0,-506.0,1.39,-28.5,47.9
long,300,無,40,75,13:10,54,0.815,12.57,679.0,-490.0,1.27,-32.5,43.6
long,300,無,40,75,13:20,54,0.815,10.5,567.0,-569.0,1.21,-37.9,43.8
long,300,無,40,75,13:30,54,0.815,4.39,237.0,-583.0,1.08,-44.5,38.0
long,300,無,40,75,13:44,54,0.815,-0.57,-31.0,-615.0,0.99,-51.0,34.1
long,300,無,40,100,12:00,54,0.759,7.72,417.0,-819.0,1.12,-31.6,34.8
long,300,無,40,100,12:30,54,0.778,11.48,620.0,-741.0,1.18,-20.2,33.2
long,300,無,40,100,13:00,54,0.741,6.28,339.0,-824.0,1.09,-19.3,23.9
long,300,無,40,100,13:10,54,0.759,-1.76,-95.0,-905.0,0.98,-19.7,10.6
long,300,無,40,100,13:20,54,0.759,-1.2,-65.0,-873.0,0.98,-25.2,15.3
long,300,無,40,100,13:30,54,0.741,-13.28,-717.0,-1120.0,0.85,-32.7,0.1
long,300,無,40,100,13:44,54,0.759,-18.39,-993.0,-1309.0,0.8,-37.4,-5.3
long,300,無,40,150,12:00,54,0.648,-8.67,-468.0,-1024.0,0.9,-25.5,2.9
long,300,無,40,150,12:30,54,0.648,-11.65,-629.0,-1098.0,0.88,-20.8,-5.4
long,300,無,40,150,13:00,54,0.593,-24.67,-1332.0,-1196.0,0.77,-26.5,-23.4
long,300,無,40,150,13:10,54,0.648,-24.3,-1312.0,-1126.0,0.78,-23.5,-24.9
long,300,無,40,150,13:20,54,0.667,-21.69,-1171.0,-1221.0,0.8,-27.6,-17.6
long,300,無,40,150,13:30,54,0.667,-27.09,-1463.0,-1120.0,0.77,-35.8,-21.1
long,300,無,40,150,13:44,54,0.704,-33.46,-1807.0,-1309.0,0.74,-32.3,-34.3
long,300,無,40,200,12:00,54,0.537,-25.5,-1377.0,-1024.0,0.75,-21.5,-28.3
long,300,無,40,200,12:30,54,0.593,-26.94,-1455.0,-1098.0,0.77,-12.0,-37.2
long,300,無,40,200,13:00,54,0.519,-40.85,-2206.0,-1196.0,0.7,-9.9,-62.2
long,300,無,40,200,13:10,54,0.593,-42.04,-2270.0,-1126.0,0.7,-11.6,-62.9
long,300,無,40,200,13:20,54,0.593,-45.2,-2441.0,-1221.0,0.68,-14.5,-66.3
long,300,無,40,200,13:30,54,0.593,-52.09,-2813.0,-1120.0,0.65,-21.0,-73.5
long,300,無,40,200,13:44,54,0.611,-59.65,-3221.0,-1309.0,0.63,-20.4,-86.6
long,300,無,40,250,12:00,54,0.5,-30.7,-1658.0,-1024.0,0.72,-38.4,-25.4
long,300,無,40,250,12:30,54,0.537,-35.09,-1895.0,-1098.0,0.72,-19.0,-46.2
long,300,無,40,250,13:00,54,0.5,-47.13,-2545.0,-1196.0,0.67,-10.9,-72.1
long,300,無,40,250,13:10,54,0.574,-45.72,-2469.0,-1126.0,0.69,-14.4,-67.2
long,300,無,40,250,13:20,54,0.556,-46.09,-2489.0,-1221.0,0.69,-22.2,-62.5
long,300,無,40,250,13:30,54,0.556,-53.81,-2906.0,-1120.0,0.66,-29.0,-70.8
long,300,無,40,250,13:44,54,0.574,-63.87,-3449.0,-1309.0,0.63,-30.2,-87.0
long,300,無,50,50,12:00,56,0.893,16.02,897.0,-829.0,1.6,-20.3,41.3
long,300,無,50,50,12:30,56,0.929,18.16,1017.0,-751.0,1.69,-12.3,39.4
long,300,無,50,50,13:00,56,0.929,23.32,1306.0,-516.0,2.1,1.7,38.4
long,300,無,50,50,13:10,56,0.929,22.55,1263.0,-500.0,2.02,-0.1,38.4
long,300,無,50,50,13:20,56,0.929,22.62,1267.0,-579.0,2.03,0.0,38.4
long,300,無,50,50,13:30,56,0.929,22.39,1254.0,-593.0,2.01,-1.3,38.9
long,300,無,50,50,13:44,56,0.929,19.27,1079.0,-625.0,1.76,-5.5,36.5
long,300,無,50,75,12:00,56,0.786,3.88,217.0,-829.0,1.07,-42.0,35.9
long,300,無,50,75,12:30,56,0.821,12.18,682.0,-751.0,1.26,-30.8,42.2
long,300,無,50,75,13:00,56,0.804,12.5,700.0,-516.0,1.27,-27.3,40.2
long,300,無,50,75,13:10,56,0.804,11.23,629.0,-500.0,1.24,-22.1,34.5
long,300,無,50,75,13:20,56,0.804,10.21,572.0,-579.0,1.21,-24.9,34.7
long,300,無,50,75,13:30,56,0.804,3.57,200.0,-593.0,1.06,-32.2,28.5
long,300,無,50,75,13:44,56,0.821,-0.3,-17.0,-625.0,0.99,-40.0,27.4
long,300,無,50,100,12:00,56,0.732,-10.23,-573.0,-1034.0,0.87,-25.7,0.6
long,300,無,50,100,12:30,56,0.768,-7.2,-403.0,-1108.0,0.91,-13.4,-2.8
long,300,無,50,100,13:00,56,0.75,-12.84,-719.0,-1206.0,0.85,-9.9,-14.9
long,300,無,50,100,13:10,56,0.75,-17.07,-956.0,-1136.0,0.81,-4.7,-25.7
long,300,無,50,100,13:20,56,0.75,-17.23,-965.0,-1231.0,0.81,-7.5,-24.0
long,300,無,50,100,13:30,56,0.75,-25.09,-1405.0,-1130.0,0.75,-14.8,-32.2
long,300,無,50,100,13:44,56,0.768,-32.27,-1807.0,-1319.0,0.7,-22.7,-39.0
long,300,無,50,150,12:00,56,0.607,-12.84,-719.0,-1034.0,0.86,-17.3,-9.8
long,300,無,50,150,12:30,56,0.643,-12.98,-727.0,-1108.0,0.87,-11.8,-13.8
long,300,無,50,150,13:00,56,0.625,-18.32,-1026.0,-1206.0,0.83,-14.5,-21.0
long,300,無,50,150,13:10,56,0.661,-15.52,-869.0,-1136.0,0.86,-6.1,-22.1
long,300,無,50,150,13:20,56,0.643,-11.82,-662.0,-1231.0,0.89,-7.7,-14.7
long,300,無,50,150,13:30,56,0.696,-17.09,-957.0,-1130.0,0.85,-15.7,-18.1
long,300,無,50,150,13:44,56,0.714,-25.21,-1412.0,-1319.0,0.8,-17.1,-30.9
long,300,無,50,200,12:00,56,0.536,-23.16,-1297.0,-1034.0,0.78,-18.4,-26.5
long,300,無,50,200,12:30,56,0.589,-25.52,-1429.0,-1108.0,0.78,-9.0,-37.1
long,300,無,50,200,13:00,56,0.536,-40.91,-2291.0,-1206.0,0.69,-6.9,-64.6
long,300,無,50,200,13:10,56,0.589,-40.86,-2288.0,-1136.0,0.7,-8.6,-63.3
long,300,無,50,200,13:20,56,0.554,-41.16,-2305.0,-1231.0,0.7,-11.3,-61.9
long,300,無,50,200,13:30,56,0.607,-47.8,-2677.0,-1130.0,0.68,-17.6,-68.9
long,300,無,50,200,13:44,56,0.607,-55.12,-3087.0,-1319.0,0.65,-17.0,-81.7
long,300,無,50,250,12:00,56,0.482,-32.46,-1818.0,-1034.0,0.7,-35.1,-30.6
long,300,無,50,250,12:30,56,0.536,-32.68,-1830.0,-1108.0,0.74,-14.1,-45.6
long,300,無,50,250,13:00,56,0.518,-45.07,-2524.0,-1206.0,0.68,-6.3,-72.1
long,300,無,50,250,13:10,56,0.554,-46.75,-2618.0,-1136.0,0.68,-9.7,-72.6
long,300,無,50,250,13:20,56,0.5,-48.5,-2716.0,-1231.0,0.68,-17.1,-70.4
long,300,無,50,250,13:30,56,0.554,-54.93,-3076.0,-1130.0,0.65,-23.7,-76.7
long,300,無,50,250,13:44,56,0.554,-66.59,-3729.0,-1319.0,0.61,-24.8,-95.7
long,300,無,60,50,12:00,57,0.877,12.75,727.0,-839.0,1.43,-29.8,41.5
long,300,無,60,50,12:30,57,0.912,15.39,877.0,-761.0,1.54,-20.5,39.7
long,300,無,60,50,13:00,57,0.912,18.58,1059.0,-526.0,1.74,-11.1,38.7
long,300,無,60,50,13:10,57,0.912,16.33,931.0,-510.0,1.59,-16.7,38.6
long,300,無,60,50,13:20,57,0.912,16.75,955.0,-589.0,1.62,-15.6,38.6
long,300,無,60,50,13:30,57,0.912,14.84,846.0,-603.0,1.51,-21.1,39.2
long,300,無,60,50,13:44,57,0.912,12.46,710.0,-635.0,1.4,-23.7,36.9
long,300,無,60,75,12:00,57,0.789,4.44,253.0,-839.0,1.08,-45.1,37.9
long,300,無,60,75,12:30,57,0.825,11.67,665.0,-761.0,1.24,-33.4,42.2
long,300,無,60,75,13:00,57,0.807,11.98,683.0,-526.0,1.26,-29.9,40.3
long,300,無,60,75,13:10,57,0.807,10.74,612.0,-510.0,1.22,-24.7,34.7
long,300,無,60,75,13:20,57,0.807,9.74,555.0,-589.0,1.2,-27.5,34.9
long,300,無,60,75,13:30,57,0.807,3.21,183.0,-603.0,1.06,-34.8,28.9
long,300,無,60,75,13:44,57,0.825,-0.6,-34.0,-635.0,0.99,-42.7,27.9
long,300,無,60,100,12:00,57,0.702,-15.0,-855.0,-1044.0,0.82,-32.6,-3.1
long,300,無,60,100,12:30,57,0.737,-12.68,-723.0,-1118.0,0.85,-20.3,-7.5
long,300,無,60,100,13:00,57,0.719,-17.51,-998.0,-1216.0,0.8,-17.9,-17.2
long,300,無,60,100,13:10,57,0.737,-19.56,-1115.0,-1146.0,0.79,-13.3,-23.8
long,300,無,60,100,13:20,57,0.737,-19.33,-1102.0,-1241.0,0.79,-15.1,-22.2
long,300,無,60,100,13:30,57,0.754,-25.14,-1433.0,-1140.0,0.75,-17.7,-30.2
long,300,無,60,100,13:44,57,0.772,-32.09,-1829.0,-1329.0,0.7,-25.3,-36.7
long,300,無,60,150,12:00,57,0.579,-22.89,-1305.0,-1044.0,0.78,-23.5,-22.5
long,300,無,60,150,12:30,57,0.614,-30.58,-1743.0,-1118.0,0.73,-16.6,-40.0
long,300,無,60,150,13:00,57,0.596,-40.18,-2290.0,-1216.0,0.68,-19.3,-54.3
long,300,無,60,150,13:10,57,0.649,-36.82,-2099.0,-1146.0,0.7,-10.9,-54.4
long,300,無,60,150,13:20,57,0.614,-36.91,-2104.0,-1241.0,0.7,-12.4,-53.5
long,300,無,60,150,13:30,57,0.649,-42.35,-2414.0,-1140.0,0.68,-20.4,-57.2
long,300,無,60,150,13:44,57,0.667,-49.4,-2816.0,-1329.0,0.65,-21.9,-68.0
long,300,無,60,200,12:00,57,0.509,-24.54,-1399.0,-1044.0,0.77,-24.5,-24.6
long,300,無,60,200,12:30,57,0.579,-26.51,-1511.0,-1118.0,0.77,-14.6,-34.6
long,300,無,60,200,13:00,57,0.544,-41.46,-2363.0,-1216.0,0.69,-12.6,-61.0
long,300,無,60,200,13:10,57,0.596,-41.4,-2360.0,-1146.0,0.7,-14.3,-59.8
long,300,無,60,200,13:20,57,0.561,-41.35,-2357.0,-1241.0,0.7,-17.0,-57.8
long,300,無,60,200,13:30,57,0.596,-47.88,-2729.0,-1140.0,0.68,-23.2,-64.6
long,300,無,60,200,13:44,57,0.596,-55.07,-3139.0,-1329.0,0.65,-22.7,-77.0
long,300,無,60,250,12:00,57,0.456,-33.51,-1910.0,-1044.0,0.7,-41.7,-28.0
long,300,無,60,250,12:30,57,0.526,-33.19,-1892.0,-1118.0,0.74,-19.7,-42.3
long,300,無,60,250,13:00,57,0.526,-45.37,-2586.0,-1216.0,0.68,-12.0,-68.0
long,300,無,60,250,13:10,57,0.561,-47.02,-2680.0,-1146.0,0.68,-15.3,-68.4
long,300,無,60,250,13:20,57,0.509,-48.21,-2748.0,-1241.0,0.68,-22.8,-65.4
long,300,無,60,250,13:30,57,0.544,-54.35,-3098.0,-1140.0,0.66,-29.3,-71.3
long,300,無,60,250,13:44,57,0.544,-65.81,-3751.0,-1329.0,0.62,-30.5,-89.7
long,300,無,70,50,12:00,59,0.814,-11.14,-657.0,-844.0,0.78,-50.6,15.9
long,300,無,70,50,12:30,59,0.847,-2.08,-123.0,-766.0,0.95,-34.4,20.1
long,300,無,70,50,13:00,59,0.847,0.68,40.0,-531.0,1.02,-24.9,18.2
long,300,無,70,50,13:10,59,0.847,-2.36,-139.0,-515.0,0.95,-24.5,12.8
long,300,無,70,50,13:20,59,0.847,-2.63,-155.0,-594.0,0.94,-25.5,13.0
long,300,無,70,50,13:30,59,0.847,-8.12,-479.0,-608.0,0.83,-30.5,7.2
long,300,無,70,50,13:44,59,0.847,-10.95,-646.0,-640.0,0.79,-35.9,6.1
long,300,無,70,75,12:00,59,0.746,-26.2,-1546.0,-1054.0,0.68,-42.9,-14.8
long,300,無,70,75,12:30,59,0.78,-24.9,-1469.0,-1128.0,0.69,-31.3,-20.5
long,300,無,70,75,13:00,59,0.763,-30.25,-1785.0,-1226.0,0.65,-27.9,-31.9
long,300,無,70,75,13:10,59,0.763,-34.27,-2022.0,-1156.0,0.62,-23.0,-42.0
long,300,無,70,75,13:20,59,0.763,-34.42,-2031.0,-1251.0,0.62,-25.6,-40.5
long,300,無,70,75,13:30,59,0.763,-41.88,-2471.0,-1150.0,0.57,-32.6,-48.2
long,300,無,70,75,13:44,59,0.763,-48.69,-2873.0,-1339.0,0.53,-40.1,-54.6
long,300,無,70,100,12:00,59,0.661,-19.95,-1177.0,-1054.0,0.76,-35.2,-9.5
long,300,無,70,100,12:30,59,0.712,-17.83,-1052.0,-1128.0,0.79,-22.5,-14.7
long,300,無,70,100,13:00,59,0.712,-21.75,-1283.0,-1226.0,0.76,-18.2,-24.2
long,300,無,70,100,13:10,59,0.746,-19.97,-1178.0,-1156.0,0.78,-14.9,-23.5
long,300,無,70,100,13:20,59,0.746,-18.85,-1112.0,-1251.0,0.79,-16.5,-20.5
long,300,無,70,100,13:30,59,0.763,-23.81,-1405.0,-1150.0,0.76,-17.4,-28.2
long,300,無,70,100,13:44,59,0.763,-29.75,-1755.0,-1339.0,0.72,-22.7,-34.6
long,300,無,70,150,12:00,59,0.576,-22.08,-1303.0,-1054.0,0.78,-23.2,-21.3
long,300,無,70,150,12:30,59,0.61,-30.02,-1771.0,-1128.0,0.73,-17.8,-38.4
long,300,無,70,150,13:00,59,0.61,-37.88,-2235.0,-1226.0,0.69,-17.8,-51.7
long,300,無,70,150,13:10,59,0.644,-36.24,-2138.0,-1156.0,0.71,-13.7,-51.7
long,300,無,70,150,13:20,59,0.627,-35.64,-2103.0,-1251.0,0.71,-13.9,-50.6
long,300,無,70,150,13:30,59,0.661,-40.42,-2385.0,-1150.0,0.69,-20.4,-54.2
long,300,無,70,150,13:44,59,0.661,-47.03,-2775.0,-1339.0,0.66,-21.2,-64.7
long,300,無,70,200,12:00,59,0.492,-23.68,-1397.0,-1054.0,0.78,-25.0,-22.8
long,300,無,70,200,12:30,59,0.576,-24.56,-1449.0,-1128.0,0.79,-13.4,-32.2
long,300,無,70,200,13:00,59,0.559,-39.88,-2353.0,-1226.0,0.7,-12.7,-58.5
long,300,無,70,200,13:10,59,0.593,-39.46,-2328.0,-1156.0,0.71,-14.8,-56.4
long,300,無,70,200,13:20,59,0.576,-39.78,-2347.0,-1251.0,0.71,-17.9,-54.8
long,300,無,70,200,13:30,59,0.61,-45.81,-2703.0,-1150.0,0.69,-24.4,-60.5
long,300,無,70,200,13:44,59,0.593,-53.37,-3149.0,-1339.0,0.66,-25.4,-72.6
long,300,無,70,250,12:00,59,0.441,-32.17,-1898.0,-1054.0,0.71,-41.8,-25.5
long,300,無,70,250,12:30,59,0.525,-30.68,-1810.0,-1128.0,0.75,-18.3,-39.1
long,300,無,70,250,13:00,59,0.542,-42.95,-2534.0,-1226.0,0.7,-12.1,-64.1
long,300,無,70,250,13:10,59,0.559,-44.71,-2638.0,-1156.0,0.69,-15.8,-64.5
long,300,無,70,250,13:20,59,0.525,-45.64,-2693.0,-1251.0,0.69,-23.4,-60.9
long,300,無,70,250,13:30,59,0.559,-52.69,-3109.0,-1150.0,0.67,-30.3,-68.1
long,300,無,70,250,13:44,59,0.542,-63.95,-3773.0,-1339.0,0.63,-32.9,-85.3
long,300,無,80,50,12:00,63,0.825,-8.68,-547.0,-844.0,0.82,-52.8,18.5
long,300,無,80,50,12:30,63,0.857,-0.33,-21.0,-766.0,0.99,-36.9,22.2
long,300,無,80,50,13:00,63,0.841,0.11,7.0,-531.0,1.0,-33.0,20.5
long,300,無,80,50,13:10,63,0.841,-1.48,-93.0,-515.0,0.96,-29.3,15.7
long,300,無,80,50,13:20,63,0.841,-1.75,-110.0,-594.0,0.96,-30.3,15.8
long,300,無,80,50,13:30,63,0.841,-7.19,-453.0,-608.0,0.85,-36.1,10.6
long,300,無,80,50,13:44,63,0.841,-9.24,-582.0,-640.0,0.81,-40.0,9.7
long,300,無,80,75,12:00,63,0.762,-12.68,-799.0,-1064.0,0.81,-48.5,9.4
long,300,無,80,75,12:30,63,0.81,-5.68,-358.0,-1138.0,0.91,-36.9,13.5
long,300,無,80,75,13:00,63,0.794,-7.38,-465.0,-1236.0,0.89,-34.6,9.4
long,300,無,80,75,13:10,63,0.794,-7.59,-478.0,-1166.0,0.88,-30.2,6.3
long,300,無,80,75,13:20,63,0.794,-9.65,-608.0,-1261.0,0.86,-32.0,4.1
long,300,無,80,75,13:30,63,0.81,-10.4,-655.0,-1046.0,0.85,-34.4,4.4
long,300,無,80,75,13:44,63,0.81,-14.63,-922.0,-1096.0,0.8,-41.9,2.1
long,300,無,80,100,12:00,63,0.683,-14.65,-923.0,-1064.0,0.82,-45.6,4.4
long,300,無,80,100,12:30,63,0.73,-12.7,-800.0,-1138.0,0.85,-33.7,0.2
long,300,無,80,100,13:00,63,0.73,-20.49,-1291.0,-1236.0,0.77,-33.2,-12.7
long,300,無,80,100,13:10,63,0.746,-20.81,-1311.0,-1166.0,0.77,-28.6,-16.0
long,300,無,80,100,13:20,63,0.73,-23.81,-1500.0,-1261.0,0.75,-30.5,-19.7
long,300,無,80,100,13:30,63,0.746,-27.32,-1721.0,-1160.0,0.72,-32.2,-24.3
long,300,無,80,100,13:44,63,0.746,-36.62,-2307.0,-1349.0,0.67,-35.4,-37.4
long,300,無,80,150,12:00,63,0.603,-17.0,-1071.0,-1064.0,0.83,-27.8,-10.3
long,300,無,80,150,12:30,63,0.635,-23.3,-1468.0,-1138.0,0.78,-22.1,-24.1
long,300,無,80,150,13:00,63,0.635,-29.41,-1853.0,-1236.0,0.75,-22.0,-33.9
long,300,無,80,150,13:10,63,0.667,-27.87,-1756.0,-1166.0,0.76,-17.9,-34.0
long,300,無,80,150,13:20,63,0.651,-28.59,-1801.0,-1261.0,0.76,-18.1,-35.0
long,300,無,80,150,13:30,63,0.651,-37.37,-2354.0,-1160.0,0.71,-24.6,-45.2
long,300,無,80,150,13:44,63,0.651,-41.32,-2603.0,-1349.0,0.69,-25.5,-51.1
long,300,無,80,200,12:00,63,0.508,-18.59,-1171.0,-1064.0,0.82,-30.5,-11.3
long,300,無,80,200,12:30,63,0.587,-21.62,-1362.0,-1138.0,0.81,-18.5,-23.5
long,300,無,80,200,13:00,63,0.571,-39.78,-2506.0,-1236.0,0.71,-17.8,-53.3
long,300,無,80,200,13:10,63,0.603,-39.41,-2483.0,-1166.0,0.71,-19.8,-51.5
long,300,無,80,200,13:20,63,0.587,-40.32,-2540.0,-1261.0,0.71,-23.0,-51.0
long,300,無,80,200,13:30,63,0.603,-46.81,-2949.0,-1160.0,0.68,-29.5,-57.5
long,300,無,80,200,13:44,63,0.587,-54.03,-3404.0,-1349.0,0.66,-30.5,-68.5
long,300,無,80,250,12:00,63,0.46,-24.11,-1519.0,-1064.0,0.78,-47.8,-9.6
long,300,無,80,250,12:30,63,0.556,-21.87,-1378.0,-1138.0,0.82,-23.4,-20.9
long,300,無,80,250,13:00,63,0.571,-31.0,-1953.0,-1236.0,0.77,-17.2,-39.5
long,300,無,80,250,13:10,63,0.587,-32.83,-2068.0,-1166.0,0.76,-20.9,-40.2
long,300,無,80,250,13:20,63,0.556,-34.24,-2157.0,-1261.0,0.76,-28.5,-37.8
long,300,無,80,250,13:30,63,0.571,-40.14,-2529.0,-1160.0,0.73,-35.4,-43.1
long,300,無,80,250,13:44,63,0.556,-49.33,-3108.0,-1349.0,0.7,-38.0,-56.3
long,300,無,90,50,12:00,64,0.859,0.47,30.0,-844.0,1.01,-50.8,33.3
long,300,無,90,50,12:30,64,0.891,7.28,466.0,-766.0,1.21,-35.1,34.4
long,300,無,90,50,13:00,64,0.875,7.73,495.0,-531.0,1.23,-31.4,32.8
long,300,無,90,50,13:10,64,0.875,8.34,534.0,-515.0,1.25,-27.8,31.5
long,300,無,90,50,13:20,64,0.875,7.97,510.0,-594.0,1.23,-28.8,31.5
long,300,無,90,50,13:30,64,0.875,5.77,369.0,-608.0,1.16,-34.4,31.5
long,300,無,90,50,13:44,64,0.875,4.5,288.0,-640.0,1.12,-38.0,31.8
long,300,無,90,75,12:00,64,0.766,-16.86,-1079.0,-1074.0,0.77,-46.0,1.8
long,300,無,90,75,12:30,64,0.812,-14.33,-917.0,-1148.0,0.8,-34.5,-1.4
long,300,無,90,75,13:00,64,0.797,-18.0,-1152.0,-1246.0,0.76,-32.3,-8.8
long,300,無,90,75,13:10,64,0.797,-18.34,-1174.0,-1176.0,0.76,-28.1,-12.1
long,300,無,90,75,13:20,64,0.797,-20.66,-1322.0,-1271.0,0.74,-29.8,-14.8
long,300,無,90,75,13:30,64,0.812,-22.94,-1468.0,-1170.0,0.72,-32.1,-17.1
long,300,無,90,75,13:44,64,0.812,-30.64,-1961.0,-1359.0,0.66,-38.9,-25.4
long,300,無,90,100,12:00,64,0.719,-8.44,-540.0,-1074.0,0.89,-46.8,16.2
long,300,無,90,100,12:30,64,0.75,-9.05,-579.0,-1148.0,0.89,-40.9,11.4
long,300,無,90,100,13:00,64,0.75,-18.5,-1184.0,-1246.0,0.79,-43.4,-2.6
long,300,無,90,100,13:10,64,0.734,-18.77,-1201.0,-1176.0,0.79,-35.6,-7.9
long,300,無,90,100,13:20,64,0.719,-22.36,-1431.0,-1271.0,0.76,-37.0,-12.9
long,300,無,90,100,13:30,64,0.75,-25.69,-1644.0,-1170.0,0.74,-44.4,-13.7
long,300,無,90,100,13:44,64,0.75,-34.39,-2201.0,-1359.0,0.68,-44.3,-28.0
long,300,無,90,150,12:00,64,0.609,-18.58,-1189.0,-1074.0,0.81,-35.1,-8.0
long,300,無,90,150,12:30,64,0.641,-22.91,-1466.0,-1148.0,0.79,-27.1,-20.2
long,300,無,90,150,13:00,64,0.641,-30.89,-1977.0,-1246.0,0.74,-29.6,-31.7
long,300,無,90,150,13:10,64,0.641,-34.02,-2177.0,-1176.0,0.72,-30.7,-36.1
long,300,無,90,150,13:20,64,0.625,-34.83,-2229.0,-1271.0,0.72,-33.2,-35.9
long,300,無,90,150,13:30,64,0.656,-42.67,-2731.0,-1170.0,0.68,-39.3,-44.8
long,300,無,90,150,13:44,64,0.656,-44.58,-2853.0,-1359.0,0.67,-37.1,-49.4
long,300,無,90,200,12:00,64,0.516,-24.64,-1577.0,-1074.0,0.77,-31.4,-20.3
long,300,無,90,200,12:30,64,0.578,-29.7,-1901.0,-1148.0,0.75,-17.4,-37.6
long,300,無,90,200,13:00,64,0.594,-38.05,-2435.0,-1246.0,0.72,-13.9,-53.5
long,300,無,90,200,13:10,64,0.594,-38.56,-2468.0,-1176.0,0.72,-15.9,-53.1
long,300,無,90,200,13:20,64,0.578,-38.59,-2470.0,-1271.0,0.72,-18.9,-51.2
long,300,無,90,200,13:30,64,0.609,-44.62,-2856.0,-1170.0,0.7,-25.2,-57.1
long,300,無,90,200,13:44,64,0.594,-53.17,-3403.0,-1359.0,0.66,-26.1,-70.5
long,300,無,90,250,12:00,64,0.484,-24.8,-1587.0,-1074.0,0.77,-48.4,-9.7
long,300,無,90,250,12:30,64,0.547,-25.39,-1625.0,-1148.0,0.79,-23.8,-26.4
long,300,無,90,250,13:00,64,0.578,-36.44,-2332.0,-1246.0,0.73,-18.9,-47.7
long,300,無,90,250,13:10,64,0.547,-41.06,-2628.0,-1176.0,0.71,-25.7,-50.9
long,300,無,90,250,13:20,64,0.516,-45.75,-2928.0,-1271.0,0.69,-37.9,-50.8
long,300,無,90,250,13:30,64,0.547,-51.81,-3316.0,-1170.0,0.67,-43.8,-57.0
long,300,無,90,250,13:44,64,0.531,-64.11,-4103.0,-1359.0,0.63,-47.0,-75.1
long,300,無,100,50,12:00,70,0.9,10.36,725.0,-844.0,1.32,-41.4,42.9
long,300,無,100,50,12:30,70,0.914,14.4,1008.0,-766.0,1.49,-28.6,41.4
long,300,無,100,50,13:00,70,0.914,17.16,1201.0,-531.0,1.64,-20.2,40.6
long,300,無,100,50,13:10,70,0.914,17.29,1210.0,-515.0,1.65,-19.9,40.6
long,300,無,100,50,13:20,70,0.914,16.96,1187.0,-594.0,1.63,-20.7,40.6
long,300,無,100,50,13:30,70,0.914,15.5,1085.0,-608.0,1.55,-25.1,41.0
long,300,無,100,50,13:44,70,0.914,12.53,877.0,-640.0,1.4,-30.0,39.2
long,300,無,100,75,12:00,70,0.786,-7.81,-547.0,-1084.0,0.88,-46.2,16.3
long,300,無,100,75,12:30,70,0.814,-6.71,-470.0,-1158.0,0.9,-35.1,11.1
long,300,無,100,75,13:00,70,0.814,-10.04,-703.0,-1256.0,0.86,-34.1,5.1
long,300,無,100,75,13:10,70,0.814,-9.23,-646.0,-1186.0,0.87,-29.1,3.2
long,300,無,100,75,13:20,70,0.814,-10.77,-754.0,-1281.0,0.85,-29.1,0.8
long,300,無,100,75,13:30,70,0.829,-12.33,-863.0,-1180.0,0.83,-30.7,-0.8
long,300,無,100,75,13:44,70,0.829,-20.59,-1441.0,-1369.0,0.75,-36.8,-10.4
long,300,無,100,100,12:00,70,0.729,-1.0,-70.0,-1084.0,0.99,-42.4,25.0
